Author,Year,Title,Journal,Volume,Issue,StartPage,Affiliation,Keywords,NumCitations,Fraudulent,Field,Rank,hIndex_Total,hIndex_Year,Degree_Total,Degree_Year,,
"Ainsworth, S.E.",2012,"Sex begets violence: Mating motives, social dominance, and physical aggression in men.",Journal of Personality and Social Psychology,103,5,819,Florida State University,"aggression, evolutionary psychology, mating, motivation, social dominance",4,,,,1,1,1,1,,
"Maner, J.K.",2012,"Sex begets violence: Mating motives, social dominance, and physical aggression in men.|Motivated social categorization: Fundamental motives enhance people's sensitivity to basic social categories.|Overperceiving disease cues: The basic cognition of the behavioral immune system.|On keeping your enemies close: Powerful leaders seek proximity to ingroup power threats.",Journal of Personality and Social Psychology,103|103|102|102,5|1|6|3,819|70|1198|576,Florida State University|Florida State University|Florida State University|Florida State University,"aggression, evolutionary psychology, mating, motivation, social dominance|categorization, evolutionary psychology, mating, motivation, prejudice, social categories|categorization, disease avoidance, error management, memory, signal detection, disease cues, cognition, behavioral immune system|dominance, leadership, motivation, power, threat, ingroup",4|15|14|10,,|||,|||,14,4,74,7,,
"Gewirtz, V.",2012,Experimental findings on god as an attachment figure: Normative processes and moderating effects of internal working models.,Journal of Personality and Social Psychology,103,5,804,Bar-Ilan University,"God, attachment, implicit processes, internal working models, religion, Jews",10,,,,1,1,3,3,,
"Granqvist, P.",2012,Experimental findings on god as an attachment figure: Normative processes and moderating effects of internal working models.,Journal of Personality and Social Psychology,103,5,804,Stockholm University,"God, attachment, implicit processes, internal working models, religion, Jews",10,,,,1,1,3,3,,
"Mikulincer, M.",2012,Experimental findings on god as an attachment figure: Normative processes and moderating effects of internal working models.,Journal of Personality and Social Psychology,103,5,804,Interdisciplinary Center,"God, attachment, implicit processes, internal working models, religion, Jews",10,,,,14,1,91,3,,
"Shaver, P.R.",2012,Experimental findings on god as an attachment figure: Normative processes and moderating effects of internal working models.,Journal of Personality and Social Psychology,103,5,804,Universirt of California-Davis,"God, attachment, implicit processes, internal working models, religion, Jews",10,,,,13,1,424,3,,
"Dweck, C.S.",2012,"Can everyone become highly intelligent? Cultural differences in and societal consequences of beliefs about the universal potential for intelligence.|""Prejudiced"" behavior without prejudice? Beliefs about the malleability of prejudice affect interracial interactions.|Why do women opt out? Sense of belonging and women's representation in mathematics.",Journal of Personality and Social Psychology,103|103|102,5|3|4,787|452|700,Stanford University|Stanford University|Stanford University,"culture, inequality, intelligence, legitimizing ideology, policy|beliefs about malleability, intergroup relations, interracial interactions, prejudice, prejudice beliefs|math achievement, sense of belonging, sex differences, stereotype threat,women",4|9|17,,||,||,6,3,24,7,,
"Naidu, N.V.R.",2012,Can everyone become highly intelligent? Cultural differences in and societal consequences of beliefs about the universal potential for intelligence.,Journal of Personality and Social Psychology,103,5,787,M. S. Ramaiah Institute of Technology,"culture, inequality, intelligence, legitimizing ideology, policy",4,,,,3,1,13,3,,
"Rattan, A.",2012,Can everyone become highly intelligent? Cultural differences in and societal consequences of beliefs about the universal potential for intelligence.|Gender-based rejection sensitivity and academic self-silencing in women.|Why do women opt out? Sense of belonging and women's representation in mathematics.,Journal of Personality and Social Psychology,103|102|102,5|5|4,787|961|700,Stanford University|Stanford University|Stanford University,"culture, inequality, intelligence, legitimizing ideology, policy|discrimination, rejection sensitivity, self-silencing, women, gender-based rejection sensitivity, academics, individual differences|math achievement, sense of belonging, sex differences, stereotype threat, women",4|11|17,,||,||,3,3,9,9,,
"Savani, K.",2012,Can everyone become highly intelligent? Cultural differences in and societal consequences of beliefs about the universal potential for intelligence.|Deference in Indians' decision making: Introjected goals or injunctive norms?.,Journal of Personality and Social Psychology,103|102,5|4,787|685,Columbia Business School|Columbia University,"culture, inequality, intelligence, legitimizing ideology, policy|accommodation, culture, deference, goals, norms, Indians' decision making",4|4,,|,|,4,2,18,5,,
"Blascovich, J.",2012,Enjoying life in the face of death: East-West differences in responses to mortality salience.|Culture and the body: East-West differences in visceral perception.,Journal of Personality and Social Psychology,103|102,5|4,773|718,University of California|University of California,"coping, culture, mortality salience, terror management, East-West differences, life enjoyment, death thoughts|context, culture, physiology, visceral perception, cross-cultural differences, East-West differences",5|7,,|,|,6,2,29,3,,
"Ma-Kellams, C.",2012,Enjoying life in the face of death: East-West differences in responses to mortality salience.|Culture and the body: East-West differences in visceral perception.,Journal of Personality and Social Psychology,103|102,5|4,773|718,University of California|University of California,"coping, culture, mortality salience, terror management, East-West differences, life enjoyment, death thoughts|context, culture, physiology, visceral perception, cross-cultural differences, East-West differences",5|7,,|,|,2,2,3,3,,
"Chao, M.M.",2012,Multicultural experiences reduce intergroup bias through epistemic unfreezing.,Journal of Personality and Social Psychology,103,5,750,Hong Kong University of Science and Technology,"discrimination, motivated cognition, multicultural experience, need for cognitive closure, stereotypes, intergroup bias",10,,,,2,1,10,4,,
"Hong, Y.-Y.",2012,Multicultural experiences reduce intergroup bias through epistemic unfreezing.,Journal of Personality and Social Psychology,103,5,750,Nanyang Technological University,"discrimination, motivated cognition, multicultural experience, need for cognitive closure, stereotypes, intergroup bias",10,,,,5,1,31,4,,
"Tadmor, C.T.",2012,Multicultural experiences reduce intergroup bias through epistemic unfreezing.|Getting the most out of living abroad: Biculturalism and integrative complexity as key drivers of creative and professional success.,Journal of Personality and Social Psychology,103|103,5|3,750|520,Tel Aviv University|Tel Aviv University,"discrimination, motivated cognition, multicultural experience, need for cognitive closure, stereotypes, intergroup bias|acculturation, creativity, culture, integrative complexity, multicultural experience, biculturalism, professional success",10|10,,|,|,2,2,6,6,,
"Wang, W.",2012,Multicultural experiences reduce intergroup bias through epistemic unfreezing.,Journal of Personality and Social Psychology,103,5,750,University of Illinois at Urbana-Champaign,"discrimination, motivated cognition, multicultural experience, need for cognitive closure, stereotypes, intergroup bias",10,,,,1,1,4,4,,
"Wiruchnipawan, F.",2012,Multicultural experiences reduce intergroup bias through epistemic unfreezing.,Journal of Personality and Social Psychology,103,5,750,Harvard University,"discrimination, motivated cognition, multicultural experience, need for cognitive closure, stereotypes, intergroup bias",10,,,,1,1,4,4,,
"Lee, S.W.S.",2012,"Bidirectionality, mediation, and moderation of metaphorical effects: The embodiment of social suspicion and fishy smells.",Journal of Personality and Social Psychology,103,5,737,University of Toronto,"embodiment and grounded cognition, metaphor, priming, smell, trust and suspicion",16,,,,1,1,1,1,,
"Schwarz, N.",2012,"Bidirectionality, mediation, and moderation of metaphorical effects: The embodiment of social suspicion and fishy smells.",Journal of Personality and Social Psychology,103,5,737,University of Michigan,"embodiment and grounded cognition, metaphor, priming, smell, trust and suspicion",16,,,,2,1,4,1,,
"Anderson, C.",2012,A status-enhancement account of overconfidence.|The origins of deference: When do people prefer lower status?.,Journal of Personality and Social Psychology,103|102,4|5,718|1077,University of California|University of California,"overconfidence, person-perception, power, self-perception, status|defer, hierarchy, motives, rank, status, lower status, preferences",19|12,,|,|,9,2,29,6,,
"Brion, S.",2012,A status-enhancement account of overconfidence.,Journal of Personality and Social Psychology,103,4,718,University of Navarra,"overconfidence, person-perception, power, self-perception, status",19,,,,1,1,3,3,,
"Kennedy, J.A.",2012,A status-enhancement account of overconfidence.,Journal of Personality and Social Psychology,103,4,718,University of California,"overconfidence, person-perception, power, self-perception, status",19,,,,1,1,3,3,,
"Moore, D.A.",2012,A status-enhancement account of overconfidence.,Journal of Personality and Social Psychology,103,4,718,University of California,"overconfidence, person-perception, power, self-perception, status",19,,,,3,1,5,3,,
"Back, M.D.",2012,An integrative lens model approach to bias and accuracy in human inferences: Hindsight effects and knowledge updating in personality judgments.,Journal of Personality and Social Psychology,103,4,689,University of Munster,"accuracy, hindsight bias, lens model, personality judgments, human inferences, knowledge updating",1,,,,2,1,11,3,,
"Egloff, B.",2012,An integrative lens model approach to bias and accuracy in human inferences: Hindsight effects and knowledge updating in personality judgments.,Journal of Personality and Social Psychology,103,4,689,Johannes Gutenberg University Mainz,"accuracy, hindsight bias, lens model, personality judgments, human inferences, knowledge updating",1,,,,5,1,27,3,,
"Kufner, A.C.P.",2012,An integrative lens model approach to bias and accuracy in human inferences: Hindsight effects and knowledge updating in personality judgments.,Journal of Personality and Social Psychology,103,4,689,University of Munster,"accuracy, hindsight bias, lens model, personality judgments, human inferences, knowledge updating",1,,,,1,1,3,3,,
"Nestler, S.",2012,An integrative lens model approach to bias and accuracy in human inferences: Hindsight effects and knowledge updating in personality judgments.,Journal of Personality and Social Psychology,103,4,689,University of Munster,"accuracy, hindsight bias, lens model, personality judgments, human inferences, knowledge updating",1,,,,1,1,3,3,,
"Beierlein, C.",2012,Refining the theory of basic individual values.,Journal of Personality and Social Psychology,103,4,663,GESIS,"basic values, motivation, value continuum, value structure, value theory",36,,,,1,1,11,11,,
"Cieciuch, J.",2012,Refining the theory of basic individual values.,Journal of Personality and Social Psychology,103,4,663,University of Finance and Management,"basic values, motivation, value continuum, value structure, value theory",36,,,,1,1,11,11,,
"Davidov, E.",2012,Refining the theory of basic individual values.,Journal of Personality and Social Psychology,103,4,663,University of Zurich,"basic values, motivation, value continuum, value structure, value theory",36,,,,1,1,11,11,,
"Demirutku, K.",2012,Refining the theory of basic individual values.,Journal of Personality and Social Psychology,103,4,663,Atilim University,"basic values, motivation, value continuum, value structure, value theory",36,,,,1,1,11,11,,
"Dirilen-Gumus, O.",2012,Refining the theory of basic individual values.,Journal of Personality and Social Psychology,103,4,663,Atilim University,"basic values, motivation, value continuum, value structure, value theory",36,,,,1,1,11,11,,
"Fischer, R.",2012,Refining the theory of basic individual values.,Journal of Personality and Social Psychology,103,4,663,Victoria University,"basic values, motivation, value continuum, value structure, value theory",36,,,,2,1,12,11,,
"Konty, M.",2012,Refining the theory of basic individual values.,Journal of Personality and Social Psychology,103,4,663,Personal,"basic values, motivation, value continuum, value structure, value theory",36,,,,1,1,11,11,,
"Ramos, A.",2012,Refining the theory of basic individual values.,Journal of Personality and Social Psychology,103,4,663,"Universidade de Lisboa, Lisbon","basic values, motivation, value continuum, value structure, value theory",36,,,,1,1,11,11,,
"Schwartz, S.H.",2012,Refining the theory of basic individual values.,Journal of Personality and Social Psychology,103,4,663,Hebrew University of Jerusalem,"basic values, motivation, value continuum, value structure, value theory",36,,,,3,1,13,11,,
"Vecchione, M.",2012,Refining the theory of basic individual values.,Journal of Personality and Social Psychology,103,4,663,Sapienza University of Rome,"basic values, motivation, value continuum, value structure, value theory",36,,,,1,1,11,11,,
"Becker, J.C.",2012,The system-stabilizing role of identity management strategies: Social creativity can undermine collective action for social change.,Journal of Personality and Social Psychology,103,4,647,Philipps University Marburg,"collective action, relative deprivation, social change, social creativity, social identity theory",0,,,,2,0,7,0,,
"Estrada, M.",2012,The consequences of chronic stereotype threat: Domain disidentification and abandonment.,Journal of Personality and Social Psychology,103,4,635,Colorado State University,"academic identification, longitudinal research, scale validation, stereotype threat, structural equation modeling, domain disidentification, domain abandonment, African Americans, Hispanics, students",7,,,,1,1,3,3,,
"Hernandez, P.R.",2012,The consequences of chronic stereotype threat: Domain disidentification and abandonment.,Journal of Personality and Social Psychology,103,4,635,Colorado State University,"academic identification, longitudinal research, scale validation, stereotype threat, structural equation modeling, domain disidentification, domain abandonment, African Americans, Hispanics, students",7,,,,1,1,3,3,,
"Schultz, P.W.",2012,The consequences of chronic stereotype threat: Domain disidentification and abandonment.,Journal of Personality and Social Psychology,103,4,635,California State University,"academic identification, longitudinal research, scale validation, stereotype threat, structural equation modeling, domain disidentification, domain abandonment, African Americans, Hispanics, students",7,,,,1,1,3,3,,
"Woodcock, A.",2012,The consequences of chronic stereotype threat: Domain disidentification and abandonment.,Journal of Personality and Social Psychology,103,4,635,Purdue University,"academic identification, longitudinal research, scale validation, stereotype threat, structural equation modeling, domain disidentification, domain abandonment, African Americans, Hispanics, students",7,,,,1,1,3,3,,
"Cohen, A.B.",2012,"When nasty breeds nice: Threats of violence amplify agreeableness at national, individual, and situational levels.|Fundamental(ist) attribution error: Protestants are dispositionally focused.",Journal of Personality and Social Psychology,103|102,4|2,622|281,Arizona State University|Arizona State University,"affiliation, aggression, agreeableness, personality, threat|attribution, religious differences, cultural differences, belief in a soul",1|9,,|,|,3,1,14,10,,
"Kenrick, D.T.",2012,"When nasty breeds nice: Threats of violence amplify agreeableness at national, individual, and situational levels.|Economic decision biases and fundamental motivations: How mating and self-protection alter loss aversion.",Journal of Personality and Social Psychology,103|102,4|3,622|550,Arizona State University|Arizona State University,"affiliation, aggression, agreeableness, personality, threat|decision biases, evolutionary psychology, loss aversion, mating, self-protection, motivation",1|13,,|,|,13,1,89,8,,
"Li, Y.J.",2012,"When nasty breeds nice: Threats of violence amplify agreeableness at national, individual, and situational levels.",Journal of Personality and Social Psychology,103,4,622,Arizona State University,"affiliation, aggression, agreeableness, personality, threat",1,,,,1,1,5,5,,
"Mortensen, C.R.",2012,"When nasty breeds nice: Threats of violence amplify agreeableness at national, individual, and situational levels.",Journal of Personality and Social Psychology,103,4,622,Metropolitan State College,"affiliation, aggression, agreeableness, personality, threat",1,,,,2,1,13,5,,
"Neuberg, S.L.",2012,"When nasty breeds nice: Threats of violence amplify agreeableness at national, individual, and situational levels.|Economic decision biases and fundamental motivations: How mating and self-protection alter loss aversion.",Journal of Personality and Social Psychology,103|102,4|3,622|550,Arizona State University|Arizona State University,"affiliation, aggression, agreeableness, personality, threat|decision biases, evolutionary psychology, loss aversion, mating, self-protection, motivation",1|13,,|,|,7,1,41,8,,
"White, A.E.",2012,"When nasty breeds nice: Threats of violence amplify agreeableness at national, individual, and situational levels.|Boosting beauty in an economic decline: Mating, spending, and the lipstick effect.|The financial consequences of too many men: Sex ratio effects on saving, borrowing, and spending.",Journal of Personality and Social Psychology,103|103|102,4|2|1,622|275|69,Arizona State University|Arizona State University|Arizona State University,"affiliation, aggression, agreeableness, personality, threat|attractiveness, consumer behavior, economic recessions, evolutionary psychology, mating, lipstick effect|competition, consumer behavior, financial decisions, mating, sex ratio, saving, borrowing, spending",1|13|20,,||,||,2,2,14,14,,
"Blankenship, K.L.",2012,Circumventing resistance: Using values to indirectly change attitudes.,Journal of Personality and Social Psychology,103,4,606,Iowa State University,"indirect attitude change, indirect influence, persuasion, values",1,,,,1,1,4,2,,
"Murray, R.A.",2012,Circumventing resistance: Using values to indirectly change attitudes.,Journal of Personality and Social Psychology,103,4,606,Iowa State University,"indirect attitude change, indirect influence, persuasion, values",1,,,,1,1,2,2,,
"Wegener, D.T.",2012,Circumventing resistance: Using values to indirectly change attitudes.,Journal of Personality and Social Psychology,103,4,606,Ohio State University,"indirect attitude change, indirect influence, persuasion, values",1,,,,5,1,20,2,,
"Kaplan, R.L.",2012,Accuracy and artifact: Reexamining the intensity bias in affective forecasting.,Journal of Personality and Social Psychology,103,4,584,University of California,"affective forecasting, emotion, intensity bias, prediction",7,,,,1,1,3,3,,
"Lench, H.C.",2012,Accuracy and artifact: Reexamining the intensity bias in affective forecasting.,Journal of Personality and Social Psychology,103,4,584,Texas A&M University,"affective forecasting, emotion, intensity bias, prediction",7,,,,2,1,5,3,,
"Levine, L.J.",2012,Accuracy and artifact: Reexamining the intensity bias in affective forecasting.,Journal of Personality and Social Psychology,103,4,584,University of California,"affective forecasting, emotion, intensity bias, prediction",7,,,,1,1,3,3,,
"Safer, M.A.",2012,Accuracy and artifact: Reexamining the intensity bias in affective forecasting.,Journal of Personality and Social Psychology,103,4,584,The Catholic University of America,"affective forecasting, emotion, intensity bias, prediction",7,,,,1,1,3,3,,
"Jia, J.S.",2012,The preference for potential.,Journal of Personality and Social Psychology,103,4,567,Stanford University,"attitudes, persuasion, preferences, uncertainty, potential",8,,,,1,1,2,2,,
"Norton, M.I.",2012,The preference for potential.,Journal of Personality and Social Psychology,103,4,567,Harvard University,"attitudes, persuasion, preferences, uncertainty, potential",8,,,,7,1,16,2,,
"Tormala, Z.L.",2012,The preference for potential.,Journal of Personality and Social Psychology,103,4,567,Stanford University,"attitudes, persuasion, preferences, uncertainty, potential",8,,,,8,1,33,2,,
"de Jong, M.G.",2012,Analysis of sensitive questions across cultures: An application of multigroup item randomized response theory to sexual attitudes and behavior.,Journal of Personality and Social Psychology,103,3,543,Erasmus University,"cross-cultural survey, mating theories, randomized response, sensitivequestions, social desirability, sexual attitudes, sexual behavior",2,,,,1,1,2,2,,
"Pieters, R.",2012,Analysis of sensitive questions across cultures: An application of multigroup item randomized response theory to sexual attitudes and behavior.,Journal of Personality and Social Psychology,103,3,543,Tilburg University,"cross-cultural survey, mating theories, randomized response, sensitivequestions, social desirability, sexual attitudes, sexual behavior",2,,,,2,1,8,2,,
"Stremersch, S.",2012,Analysis of sensitive questions across cultures: An application of multigroup item randomized response theory to sexual attitudes and behavior.,Journal of Personality and Social Psychology,103,3,543,Erasmus University,"cross-cultural survey, mating theories, randomized response, sensitive questions, social desirability, sexual attitudes, sexual behavior",2,,,,1,1,2,2,,
"Galinsky, A.D.",2012,Getting the most out of living abroad: Biculturalism and integrative complexity as key drivers of creative and professional success.,Journal of Personality and Social Psychology,103,3,520,Northwestern University,"acculturation, creativity, culture, integrative complexity, multicultural experience, biculturalism, professional success",10,,,,14,1,43,2,,
"Maddux, W.W.",2012,Getting the most out of living abroad: Biculturalism and integrative complexity as key drivers of creative and professional success.,Journal of Personality and Social Psychology,103,3,520,INSEAD,"acculturation, creativity, culture, integrative complexity, multicultural experience, biculturalism, professional success",10,,,,4,1,11,2,,
"Meserve, R.J.",2012,Cognitive sophistication does not attenuate the bias blind spot.,Journal of Personality and Social Psychology,103,3,506,James Madison University,"bias blind spot, cognitive ability, heuristics and biases, thinking biases",11,,,,1,1,2,2,,
"Stanovich, K.E.",2012,Cognitive sophistication does not attenuate the bias blind spot.,Journal of Personality and Social Psychology,103,3,506,University of Toronto,"bias blind spot, cognitive ability, heuristics and biases, thinking biases",11,,,,2,1,4,2,,
"West, R.F.",2012,Cognitive sophistication does not attenuate the bias blind spot.,Journal of Personality and Social Psychology,103,3,506,James Madison University,"bias blind spot, cognitive ability, heuristics and biases, thinking biases",11,,,,2,1,4,2,,
"Faschingbauer, T.R.",2012,Fearless dominance and the U.S. Presidency: Implications of psychopathic personality traits for successful and unsuccessful political leadership.,Journal of Personality and Social Psychology,103,3,489,Foundation for the Study of Personality in History,"antisocial behavior, leadership, personality, politics, psychopathy, presidents",8,,,,1,1,5,5,,
"Landfield, K.",2012,Fearless dominance and the U.S. Presidency: Implications of psychopathic personality traits for successful and unsuccessful political leadership.,Journal of Personality and Social Psychology,103,3,489,Emory University,"antisocial behavior, leadership, personality, politics, psychopathy, presidents",8,,,,1,1,5,5,,
"Lilienfeld, S.O.",2012,Fearless dominance and the U.S. Presidency: Implications of psychopathic personality traits for successful and unsuccessful political leadership.,Journal of Personality and Social Psychology,103,3,489,Emory University,"antisocial behavior, leadership, personality, politics, psychopathy, presidents",8,,,,1,1,5,5,,
"Rubenzer, S.",2012,Fearless dominance and the U.S. Presidency: Implications of psychopathic personality traits for successful and unsuccessful political leadership.,Journal of Personality and Social Psychology,103,3,489,Personal,"antisocial behavior, leadership, personality, politics, psychopathy, presidents",8,,,,1,1,5,5,,
"Waldman, I.D.",2012,Fearless dominance and the U.S. Presidency: Implications of psychopathic personality traits for successful and unsuccessful political leadership.,Journal of Personality and Social Psychology,103,3,489,Emory University,"antisocial behavior, leadership, personality, politics, psychopathy, presidents",8,,,,1,1,5,5,,
"Watts, A.L.",2012,Fearless dominance and the U.S. Presidency: Implications of psychopathic personality traits for successful and unsuccessful political leadership.,Journal of Personality and Social Psychology,103,3,489,University of Georgia,"antisocial behavior, leadership, personality, politics, psychopathy, presidents",8,,,,1,1,5,5,,
"Campbell, L.",2012,Measuring up: The unique emotional and regulatory outcomes of different perceived partner-ideal discrepancies in romantic relationships.,Journal of Personality and Social Psychology,103,3,472,Western University,"emotions, ideal standards model, partner evaluations, regulatory focus, romantic relationships",3,,,,4,1,21,1,,
"Lackenbauer, S.D.",2012,Measuring up: The unique emotional and regulatory outcomes of different perceived partner-ideal discrepancies in romantic relationships.,Journal of Personality and Social Psychology,103,3,472,Western University,"emotions, ideal standards model, partner evaluations, regulatory focus, romantic relationships",3,,,,1,1,1,1,,
"Carr, P.B.",2012,"""Prejudiced"" behavior without prejudice? Beliefs about the malleability of prejudice affect interracial interactions.",Journal of Personality and Social Psychology,103,3,452,Stanford University,"beliefs about malleability, intergroup relations, interracial interactions, prejudice, prejudice beliefs",9,,,,1,1,2,2,,
"Pauker, K.",2012,"""Prejudiced"" behavior without prejudice? Beliefs about the malleability of prejudice affect interracial interactions.|Race is gendered: How covarying phenotypes and stereotypes bias sex categorization.",Journal of Personality and Social Psychology,103|102,3|1,452|116,Stanford University|Stanford University,"beliefs about malleability, intergroup relations, interracial interactions, prejudice, prejudice beliefs|person perception, race perception, sex perception, social categorization, phenotypes, stereotypes",9|30,,|,|,3,2,9,4,,
"Cavallo, J.V.",2012,Managing motivational conflict: How self-esteem and executive resources influence self-regulatory responses to risk.,Journal of Personality and Social Psychology,103,3,430,Columbia University,"executive control, risk regulation, self-esteem, motivational conflict",8,,,,1,1,4,4,,
"Fitzsimons, G.M.",2012,Managing motivational conflict: How self-esteem and executive resources influence self-regulatory responses to risk.|Divergent effects of activating thoughts of god on self-regulation.,Journal of Personality and Social Psychology,103|102,3|1,430|4,Duke University|Duke University,"executive control, risk regulation, self-esteem, motivational conflict|God, goal pursuit, religion, self-control, self-regulation, God representations, social cognition",8|16,,|,|,7,2,22,6,,
"Holmes, J.G.",2012,Managing motivational conflict: How self-esteem and executive resources influence self-regulatory responses to risk.,Journal of Personality and Social Psychology,103,3,430,University of Waterloo,"executive control, risk regulation, self-esteem, motivational conflict",8,,,,15,1,127,4,,
"Murray, S.L.",2012,Managing motivational conflict: How self-esteem and executive resources influence self-regulatory responses to risk.,Journal of Personality and Social Psychology,103,3,430,"University at Buffalo, State University of New York","executive control, risk regulation, self-esteem, motivational conflict",8,,,,10,1,98,4,,
"Wood, J.V.",2012,Managing motivational conflict: How self-esteem and executive resources influence self-regulatory responses to risk.,Journal of Personality and Social Psychology,103,3,430,University of Waterloo,"executive control, risk regulation, self-esteem, motivational conflict",8,,,,9,1,51,4,,
"Levenson, R.W.",2012,Turn down the volume or change the channel? Emotional effects of detached versus positive reappraisal.,Journal of Personality and Social Psychology,103,3,416,University of California,"emotion, emotion regulation, nonverbal expression, psychophysiology, reappraisal, facial expressions",13,,,,1,1,1,1,,
"Shiota, M.N.",2012,Turn down the volume or change the channel? Emotional effects of detached versus positive reappraisal.,Journal of Personality and Social Psychology,103,3,416,Arizona State University,"emotion, emotion regulation, nonverbal expression, psychophysiology, reappraisal, facial expressions",13,,,,1,1,1,1,,
"Aarts, H.",2012,Unconscious goal activation and the hijacking of the executive function.,Journal of Personality and Social Psychology,103,3,399,Utrecht University,"executive function, subliminal priming, unconscious goal pursuit, goal activation",7,,,,7,1,21,3,,
"Custers, R.",2012,Unconscious goal activation and the hijacking of the executive function.,Journal of Personality and Social Psychology,103,3,399,University College London,"executive function, subliminal priming, unconscious goal pursuit, goal activation",7,,,,4,1,15,3,,
"Hassin, R.R.",2012,Unconscious goal activation and the hijacking of the executive function.,Journal of Personality and Social Psychology,103,3,399,The Hebrew University,"executive function, subliminal priming, unconscious goal pursuit, goal activation",7,,,,2,1,6,3,,
"Marien, H.",2012,Unconscious goal activation and the hijacking of the executive function.,Journal of Personality and Social Psychology,103,3,399,Utrecht University,"executive function, subliminal priming, unconscious goal pursuit, goal activation",7,,,,2,1,7,3,,
"Deason, G.",2012,Ideological asymmetry in the relationship between epistemic motivation and political attitudes.,Journal of Personality and Social Psychology,103,3,381,University of Wisconsin-La Crosse,"attitude structure, epistemic motivation, ideology, need for closure,political attitudes, ideological asymmetry",1,,,,1,1,2,2,,
"Federico, C.M.",2012,Ideological asymmetry in the relationship between epistemic motivation and political attitudes.,Journal of Personality and Social Psychology,103,3,381,University of Minnesota,"attitude structure, epistemic motivation, ideology, need for closure,political attitudes, ideological asymmetry",1,,,,2,1,4,2,,
"Fisher, E.L.",2012,Ideological asymmetry in the relationship between epistemic motivation and political attitudes.,Journal of Personality and Social Psychology,103,3,381,Hobart and William Smith Colleges,"attitude structure, epistemic motivation, ideology, need for closure,political attitudes, ideological asymmetry",1,,,,1,1,2,2,,
"Gunaydin, G.",2012,Mental representations of attachment figures facilitate recovery following upsetting autobiographical memory recall.,Journal of Personality and Social Psychology,103,2,362,Cornell University,"affect regulation, attachment, autobiographical memory, health, stress",4,,,,1,1,4,4,,
"Hazan, C.",2012,Mental representations of attachment figures facilitate recovery following upsetting autobiographical memory recall.,Journal of Personality and Social Psychology,103,2,362,Cornell University,"affect regulation, attachment, autobiographical memory, health, stress",4,,,,1,1,4,4,,
"Kross, E.",2012,Mental representations of attachment figures facilitate recovery following upsetting autobiographical memory recall.,Journal of Personality and Social Psychology,103,2,362,University of Michigan,"affect regulation, attachment, autobiographical memory, health, stress",4,,,,2,1,5,4,,
"Selcuk, E.",2012,Mental representations of attachment figures facilitate recovery following upsetting autobiographical memory recall.,Journal of Personality and Social Psychology,103,2,362,Cornell University,"affect regulation, attachment, autobiographical memory, health, stress",4,,,,1,1,4,4,,
"Zayas, V.",2012,Mental representations of attachment figures facilitate recovery following upsetting autobiographical memory recall.,Journal of Personality and Social Psychology,103,2,362,Cornell University,"affect regulation, attachment, autobiographical memory, health, stress",4,,,,1,1,4,4,,
"Cohrs, J.C.",2012,Individual differences in ideological attitudes and prejudice: Evidence from peer-report data.,Journal of Personality and Social Psychology,103,2,343,Queen's University,"correlated-trait-correlated-uniqueness model, ideology, multi-method assessment, personality, prejudice, individual differences, peer report",7,,,,1,1,2,2,,
"Kampfe-Hargrave, N.",2012,Individual differences in ideological attitudes and prejudice: Evidence from peer-report data.,Journal of Personality and Social Psychology,103,2,343,Friedrich Schiller University of Jena,"correlated-trait-correlated-uniqueness model, ideology, multi-method assessment, personality, prejudice, individual differences, peer report",7,,,,1,1,2,2,,
"Riemann, R.",2012,"Individual differences in ideological attitudes and prejudice: Evidence from peer-report data.|Left or right? Sources of political orientation: The roles of genetic factors, cultural transmission, assortative mating, and personality.",Journal of Personality and Social Psychology,103|102,2|3,343|633,University of Bielefeld|Bielefeld University,"correlated-trait-correlated-uniqueness model, ideology, multi-method assessment, personality, prejudice, individual differences, peer report|assortative mating, extended twin family study, personality, political attitudes, social homogamy, genetic factors, cultural transmission",7|12,,|,|,9,2,106,4,,
"Flynn, F.J.",2012,Uneasy lies the head that wears the crown: The link between guilt proneness and leadership.,Journal of Personality and Social Psychology,103,2,327,Stanford University,"guilt, guilt proneness, leadership, negative affectivity, personality, managers",3,,,,5,1,10,1,,
"Schaumberg, R.L.",2012,Uneasy lies the head that wears the crown: The link between guilt proneness and leadership.,Journal of Personality and Social Psychology,103,2,327,Stanford University,"guilt, guilt proneness, leadership, negative affectivity, personality, managers",3,,,,1,1,1,1,,
"Cooper, A.J.",2012,Do extraverts get more bang for the buck? Refining the affective-reactivity hypothesis of extraversion.,Journal of Personality and Social Psychology,103,2,306,University of London,"BAS, affective-reactivity, extraversion, mood induction, positive affect",12,,,,1,1,3,3,,
"Revelle, W.",2012,Do extraverts get more bang for the buck? Refining the affective-reactivity hypothesis of extraversion.,Journal of Personality and Social Psychology,103,2,306,Northwestern University,"BAS, affective-reactivity, extraversion, mood induction, positive affect",12,,,,1,1,3,3,,
"Smillie, L.D.",2012,Do extraverts get more bang for the buck? Refining the affective-reactivity hypothesis of extraversion.,Journal of Personality and Social Psychology,103,2,306,University of Melbourne,"BAS, affective-reactivity, extraversion, mood induction, positive affect",12,,,,1,1,3,3,,
